,min_xray_0,xray_0_min_0_r_free_0,xray_0_min_0_rmsd_0,xray_0_min_0_ff,xray_0_min_0_pdb
0,6.032463557010499,0.3355405505727091,0.3653147948668531,3243.2696424590345,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/0/output_38/pdbs/1169.pdb
1,5.536206688482957,0.1855983319888132,0.2290012191621677,4131.423452270498,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/1/output_616/pdbs/939.pdb
2,5.970447126318978,0.3094770372238944,0.3378334416438904,3291.151413909567,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/2/output_575/pdbs/1052.pdb
3,5.93978333400184,0.2901957062121902,0.3716152255655056,3473.5005237056894,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/3/output_924/pdbs/713.pdb
4,5.839508271484001,0.2562713419756028,0.3045471541919275,3500.707815935886,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/4/output_196/pdbs/906.pdb
5,5.504429176497168,0.18319894333863,0.2432399512102084,4075.337816510456,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/5/output_846/pdbs/984.pdb
6,6.010464151361226,0.3234923797910737,0.3640408784567606,3143.62247503907,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/6/output_64/pdbs/1126.pdb
7,5.8425000854380285,0.2663277210183913,0.3177730617063461,3524.540018287425,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/7/output_293/pdbs/661.pdb
8,5.912833798110844,0.2770223276147941,0.3254360720406259,3267.6844829444653,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/8/output_122/pdbs/873.pdb
9,5.535418739945512,0.1989428695193713,0.2483273683574751,3927.634399984943,/wynton/group/sali/mhancock/xray/sample_bench/out/7mhf/125_natives_1_state/9/output_352/pdbs/1173.pdb
